"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"
"Home Pricing Senior Analyst"	"GBP"	"Edinburgh, Scotland"	"Permanent"	"Home Pricing Senior Analyst"	"Edinburgh, Scotland - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Our client is seeking a part-qualified GI actuary with knowledge of the Home Insurance Industry to take day-to-day responsibility for the maintenance, continual development and application of statistical models to optimise retail prices to achieve the desired outcomes.  In this key role, you will be responsible for ensuring Underwriters' rates are correctly deployed in the live environment hosted on the Insurance platform You will also develop and deliver customer price optimisation through the application of statistical models (ie Generalized Linear Models) through the use of 3rd party software. An understanding of actuarial and statistical techniques, such as Generalized Linear Models, would be an advantage, as would knowledge of statistical modelling packages eg R, Rapid Miner, SAS, SPSS. An excellent career-development opportunity."	"Edinburgh, Scotland, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_86400/601386967"	"11/12/2018 13:15:35"	"http://www.jobserve.com/GmuhP"	NA	NA
"Non-life Pricing Analyst"	"GBP"	"Midlands"	"Permanent"	"Non-life Pricing Analyst"	"Midlands - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Major general insurer is seeking a part-qualified GI actuary to support various elements of insurance pricing, conducting complex pricing analyses, for example, root cause, predictiveness and performance testing.Extracting, checking, cleaning and analysing data for use in the pricing models, you will report outcomes of the analyses to enable continuous improvement of data and models.You will also refine and operate models and reporting results to enable the team to make business decisions whilst developing rating logic to ensure effective pricing outcomes.In addition, you will carry out quality control processes and checks on pricing models and data to ensure they deliver the outputs required.With strong analytical and problem-solving skills, the successful candidate will possess experience of pricing general insurance products.SQL, EMBLEM or RADAR skills also required.An exciting career-development opportunity."	"Midlands, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4918/593978680"	"11/12/2018 11:14:48"	"http://www.jobserve.com/Gmtjj"	NA	NA
"Life Consultant - London"	""	"London"	"Permanent"	"Life Consultant - London"	"London"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Leading consultancy has an unrivalled opportunity for a part-qualified life actuary to apply their skills in projects reaching beyond traditional actuarial boundaries.Providing support for a wide variety of assignments, you will be exposed to workstreams as diverse as: Solvency II, Finance Transformation, Mergers & Acquisitions, Capital Management, Reserving, Actuarial modelling, Embedded value, Audit and IFRS. In this client-facing role, you will also a ctively contribute to a wide range of client projects of a technical actuarial nature whilst also contributing to practice management.Good knowledge of the life industry alongside t he ability to apply your knowledge in practical and commercial situations is essential. An exciting opportunity to develop your career by providing support for cutting edge actuarial work in a strategic, consulting and transactional context."	"London, UK"	"Finance"	NA	NA	NA	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4727/593978647"	"11/12/2018 11:11:51"	"http://www.jobserve.com/GmtgF"	NA	NA
"Non-Life Pricing Analyst"	"GBP"	"United Kingdom"	"Permanent"	"Non-Life Pricing Analyst"	"United Kingdom - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"An ideal role for an actuarial student looking for a long-term move into a pricing-focused role on their path to Fellowship.You will receive valuable mentorship from more senior actuaries in the team, whilst being offered excellent exposure to the growing business.Any experience within personal lines will be useful, whilst a good grasp of SQL and Excel is a must. Experience with Emblem and Radar will be helpful too."	"United Kingdom"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5248/593978883"	"11/12/2018 11:11:46"	"http://www.jobserve.com/GmtgA"	NA	NA
"Head of Reserving"	"GBP"	"London"	"Permanent"	"Head of Reserving"	"London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"This client is searching for a senior Actuary for nine months to cover their Head of Reserving. This candidate should have a strong reserving background and be comfortable defending the reserves to Non Actuaries both internally and externally. Strong communication skills are vital. "	"London, UK"	"Finance"	NA	NA	"GBP"	"HFG"	"HFG"	"JS7286_83965/599836882"	"08/12/2018 09:09:19"	"http://www.jobserve.com/GmDdC"	NA	NA
"Reserving contractor"	"GBP"	"London"	"Contract"	"Reserving contractor"	"London - GBP"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Leading syndicate is looking for an experienced Reserving Actuary to join their team for 6-12 months. The right candidate should have a wealth of reserving experience and project and change management exposure. Working closely with the head of reserving, CFO and a team of developers this position will play a vital role for the next 6-12 months. "	"London, UK"	"Finance"	NA	NA	"GBP"	"HFG"	"HFG"	"JS7286_82776/599836918"	"12/12/2018 11:38:22"	"http://www.jobserve.com/Gm6CM"	NA	NA
"Capital Modeller"	"GBP"	"London"	"Permanent"	"Capital Modeller"	"London - GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"A UK based Home insurer is currently seeking a Capital Management Actuary to join their function. Responsibilities involve assisting the business, to deliver real insight and value to an expanding area to help develop and maintain the Capital Model. In addition you will cover developing and running an overarching capital management framework and provide input into the design and production use of the internal Capital Model. The ideal candidate will have strong technical experience of capital operations, experience of interactions with stakeholders at all levels and effective interpersonal, verbal and written skills. Beneficial to have an understanding of SII and ORSA modelling and IMAP, and degree/IoFA qualified with at least 1-2 years post qualified although non-qualified applicants would be considered. If you are interested in this role please apply below or contact me for more information.  "	"London, UK"	"Other"	NA	NA	"GBP"	"Eames Consulting"	"Eames Consulting"	"JS7286_82780/604259701"	"13/12/2018 09:28:43"	"http://www.jobserve.com/GnIXx"	NA	NA
"Head of Reserving - Non-life"	"GBP"	"London"	"Permanent"	"Head of Reserving - Non-life"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Leading London Market managing agency has a fantastic opportunity for a qualified non-life actuary with extensive Lloyd's reserving experience to manage the reserving workstream of the actuarial function and oversee future development under Solvency II.With detailed knowledge of Solvency II regulations and developments alongside excellent interpersonal and people management skills, the successful candidate will possess advanced knowledge of VBA, ResQ and SQL, alongside MS packages."	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5312/593978944"	"11/12/2018 13:14:43"	"http://www.jobserve.com/Gmugo"	NA	NA
"Insurance Risk Analyst"	"GBP"	"South East"	"Permanent"	"Insurance Risk Analyst"	"South East - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"An international insurance group is looking to hire an ambitious actuarial analyst with hands-on Solvency II and insurance risk experience. Experience of modelling, as well as data transformation, manipulation and validation will be helpful. SAS, SQL and Access will also be an advantage in this role.  "	"South East, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_86399/601386971"	"11/12/2018 11:11:45"	"http://www.jobserve.com/Gmtf9"	NA	NA
"Project Based Work - IFRS17"	"GBP"	"Fareham, Hampshire"	"Permanent"	"Project Based Work - IFRS17"	"Fareham, Hampshire - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Fairbank Partners are working with a multinational insurer to source an Actuary to join the IFRS17 team to do project based well.  The opportunity: Draft suitable Actuarial methodology papers  Update the project plan  Review actuarial processes and implement any required changes Liaise and manage stakeholders  Small actuarial team - high levels of autonomy  The individual: Nearly/Newly Qualified actuary with previous experience in SII Excellent interpersonal skills  Good eye for attention To discuss this role, or to discuss your career, please submit your CV. Fairbank Partners has access to a wide range of actuarial jobs and acts as an employment agency. "	"Fareham, Hampshire, UK"	"Finance"	NA	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_86441/602153600"	"11/12/2018 11:07:49"	"http://www.jobserve.com/Gmtc0"	NA	NA
"Health Opportunity - SII and Reserving"	"GBP"	"Staines, Middlesex"	"Permanent"	"Health Opportunity - SII and Reserving"	"Staines, Middlesex - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Fairbank Partners are working with a leading multinational insurer to source a Part Qualified Actuary to join the Reserving team. The opportunity: Support the Chief Actuary Help to build the actuarial infrastructure to support reserving, data management and reporting Assist in SII and valuation projects Flexibility in working arrangements  The individual: Part Qualified actuary Strong exam progress Working knowledge of the Health Insurance industry  To discuss this role, or to discuss your career, please submit your CV or contact Hannah Turner at Fairbank Partners on . Fairbank Partners has access to a wide range of actuarial jobs and acts as an employment agency. "	"Staines, Middlesex, UK"	"Other"	NA	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_82803/598778445"	"12/12/2018 11:38:28"	"http://www.jobserve.com/Gm6CS"	NA	NA
