"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"category"
"Interim - Capital Aggregation Project - London"	"GBP"	"London"	"Permanent"	"Interim - Capital Aggregation Project - London"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Fairbank Partners are currently working with a Life Insurer based in London in the search for an Actuarial Contractor to join their Capital team on a 6 month assignment. You will be joining a Capital Aggregation project.  You must have experience in either of the following areas: Proxy Modelling Capital Modelling Model Validation  "	"London, UK"	"Finance"	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_85115/592938823"	"01/12/2018 14:33:41"	"http://www.jobserve.com/Gk5Cq"	NA	NA
"Surrey Based Qualified Reporting Manager"	"GBP"	"Dorking, Surrey"	"Permanent"	"Surrey Based Qualified Reporting Manager"	"Dorking, Surrey - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"We are working with a specialist Life Insurer who are looking for a Qualified Actuary join and take on a key role in running the Reporting team. You will be leading on the production of SII reports, Take on the responsibility of responding to the PRA, face off to senior management in committee meetings and present board papers, This role sits in a small finance function and you will be responsible for the reporting process from start to finish, The ideal candidate will be a Qualified Actuary with a strong background in Life Insurance Reporting, Excellent communication skills, "	"Dorking, Surrey, UK"	"Finance"	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_82799/592938844"	"01/12/2018 14:15:08"	"http://www.jobserve.com/Gk4iZ"	NA	NA
"Reserving Manager"	"GBP"	"London"	"Permanent"	"Reserving Manager"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"A leading London market insurer, which is part of a global insurance company, is seeking a qualified actuary to lead a considerable part of their reserving function.  Providing leadership and motivation to a team of analysts, this role will be responsible for reserving output for a selection of large commercial lines. A key part of the role is liaising with senior management, including underwriters and being an active member of the reserve committee.  Reporting into the head of reserving, you will have the autonomy to structure your team and ensure ongoing development. This will include training and that the most up to date processes are being followed.  Ideally you will be a qualified actuary and have significant reserving experience.Lloyd's market experience is advantageous but not essential, but wanting people leadership as part of your role is a must.  "	"London, UK"	"Finance"	NA	"GBP"	"Arthur Financial"	"Arthur Financial"	"JS7286_84996/592939015"	"01/12/2018 14:14:52"	"http://www.jobserve.com/Gk4h7"	NA	NA
"Pricing Manager"	"GBP"	"Leeds"	"Permanent"	"Pricing Manager"	"Leeds - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"A successful Leeds based insurer are looking to hire a Pricing Manager into their growing Actuarial Team. The successful candidate will play a key role in guiding the pricing strategy for the business, identifying opportunities to develop pricing capability across a wide range of products and managing a team of Analysts.This is an excellent opportunity for both an existing manager seeking a new challenge or for an experienced Analyst looking to progress. The salary and package for this position is highly competitive and will be discussed on application.Eames Consulting is acting as an Employment Agency in relation to this vacancy. "	"Leeds, UK"	"Finance"	NA	"GBP"	"Eames Consulting"	"Eames Consulting"	"JS7286_85052/592938978"	"01/12/2018 14:11:41"	"http://www.jobserve.com/Gk4b5"	NA	NA
"Head of Pricing"	"GBP"	"South West"	"Permanent"	"Head of Pricing"	"South West - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"A rapidly developing insurance firm with considerable growth prospects is looking to achieve their ambitious strategy through the hire of an actuary with technical pricing expertise to lead the further development of their in-house team. This is a hands-on and commercial role working alongside the business leadership. Personal lines experience and a deep understanding of the insurance market is a must, together with excellent technical actuarial and modelling abilities."	"South West, UK"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82844/592939021"	"02/12/2018 07:48:33"	"http://www.jobserve.com/GlDE6"	NA	NA
"Risk Pricing Manager"	"GBP"	"London"	"Permanent"	"Risk Pricing Manager"	"London - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Fairbank Partners are currently assisting a FTSE 100 life insurer with their search for a Nearly/Newly Qualified Actuary to join their Protection Pricing team. The purpose of this role is to support the end to end delivery of assumption setting process. Further responsibilities include: Deliver robust pricing and reporting assumptions in line with stakeholders' expectations. Support the improvement of reinsurance arrangements by providing experience data for reinsurance tenders. Assist in the development of the product range by carrying out experience investigation and adhoc analyses. Present and communicate changes to the wider team and stakeholders The ideal candidate will be a Nearly/Newly Qualified Actuary. Prior experience within pricing is required. Knowledge of Protection products is advantageous."	"London, UK"	"Finance"	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_82477/592938782"	"02/12/2018 07:48:21"	"http://www.jobserve.com/GlDEt"	NA	NA
"Head of Capital"	"GBP"	"London"	"Permanent"	"Head of Capital"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"We are working with a client with exciting growth plans for its Capital and Actuarial teams, to bring them to the forefront of modern techniques and processes. We are recruiting for a Head of Capital, offering a fabulous development opportunity for a creative thinker seeking to take the next step on their career-ladder, taking charge of a team during a period of expansion, change and modernisation. As part of this key role, you will oversee the transition arising from the recent migration to Tyche from Igloo, giving you a blank slate with which to work. The successful candidate will have excellent interpersonal skills as you will be in regular communication and contact with key people within and outside of the business. Experience of SII and ORSA modelling and SII standard formula also essential. "	"London, UK"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82832/592938988"	"01/12/2018 14:30:58"	"http://www.jobserve.com/Gk48X"	NA	NA
"Interim - Credit Model Spreadsheet Development - Midlands"	"GBP"	"Midlands"	"Permanent"	"Interim - Credit Model Spreadsheet Development - Midlands"	"Midlands - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Fairbank Partners are currently working with a Life Insurer based in the Midlands in the search for an Actuarial Contractor to join them on an assignment. You will be responsible for developing Credit Rating Models in Excel. Credit knowledge would be beneficial, not essential. Spreadsheet development experience is a must.   "	"Midlands, UK"	"Finance"	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_85112/592939051"	"01/12/2018 14:30:42"	"http://www.jobserve.com/Gk477"	NA	NA
"Interim - Protection Reinsurance - Scotland"	"GBP"	"Edinburgh, Scotland"	"Permanent"	"Interim - Protection Reinsurance - Scotland"	"Edinburgh, Scotland - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Fairbank Partners are currently working with a Life Insurer based in Scotland in the search for a Qualified Actuary to join their Protection Reinsurance team.  You will be joining a team responsible for analysing these treaties and making recommendations for their future treatment. This will require collation and validation of data, modelling of the financial dynamics of the treaties and the drafting of proposals to be taken through governance committees You will be a Qualified Actuary with experience working within Protection Reinsurance.  "	"Edinburgh, Scotland, UK"	"Finance"	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_82507/592939129"	"01/12/2018 14:16:26"	"http://www.jobserve.com/Gk4ki"	NA	NA
"Head of Modelling"	"GBP"	"Hampshire"	"Permanent"	"Head of Modelling"	"Hampshire - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	" A leading life insurer is seeking to hire a Head of Modelling to take responsibility for the integrity of all of their models utilised by their actuarial team. This includes analytical models in different forms and different languages and all the processes surrounding the operation of the models. The role carries significant people management responsibilities, and a key requirement of the role is the ability to motivate, inspire and develop staff. You will also act as deputy to the Chief Actuary in respect of all modelling elements. Flexible working arrangements can be considered. Please contact Bradley Grant on or email for more information "	"Hampshire, UK"	"Other"	NA	"GBP"	"Goodman Masson"	"Goodman Masson"	"JS7286_82883/592939154"	"03/12/2018 17:20:13"	"http://www.jobserve.com/GlSAc"	NA	NA
"Senior Capital Analyst"	"GBP"	"London"	"Permanent"	"Senior Capital Analyst"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Fairbank Partners are working with a leading international general insurer in their search for a part or nearly qualified Senior Capital Analyst to join their actuarial and risk team. The role will work across end-to-end capital modelling, joining at an exciting time of transformation and change for the business Key Responsibilities: Model runs, maintenance, updates (Igloo) Validation (Lloyd's and the PRA) Presenting and communicating to key stakeholders  Mentoring and coaching junior colleagues Key Competencies: Part or nearly qualified Actuary, with previous Capital experience  Strong communication skills Ongoing progress through the actuarial exams (study support offered) To discuss this role, or to discuss your career, please submit your CV or contact Georgia Bustin at Fairbank Partners on . Fairbank Partners has access to a wide range of actuarial jobs and acts as an employment agency. "	"London, UK"	"Other"	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_85222/594974287"	"03/12/2018 15:12:56"	"http://www.jobserve.com/GlQXz"	NA	NA
